Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL4436262,0,Cc1noc(C)c1-c1nc2sc3c(c2c(=O)[nH]1)CCN(CCCC(=O)NO)C3,IC50,>,10000,nM,CHEMBL4344661,Inhibition of HDAC7 (unknown origin) using biotinylated histone H3 KAc peptide (1 to 21 residues) as substrate by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342471,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4781177,1,COc1cc(OC)c2c(N3CCN(C)CC3)nc(-c3cc(C)c(OCCCCCC(=O)NO)c(C)c3)nc2c1,IC50,>,1000,nM,CHEMBL4773583,Inhibition of HDAC7 (unknown origin) using AcLeu-Gly-Lys(Tfa)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765420,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5 hr,
CHEMBL5199458,None,CCCN(CCCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,230,nM,CHEMBL5130699,Inhibition of recombinant HDAC7 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL3086768,0,O=C(CCCC(=O)NCCc1ccccc1)NO,Inhibition,=,47,%,CHEMBL4430661,Inhibition of recombinant N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus expression system using fluorogenic substrate at 10 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL4846435,0,NC(=O)c1ccc2c(c1)CCCN2Cc1ccc(C(=O)NO)cc1,IC50,=,109,nM,CHEMBL4823901,Inhibition of recombinant human HDAC7 using Boc-Lys(TFA)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4823254,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL4472834,1,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)cc1,IC50,=,2240,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4762512,0,O=C(NO)c1ccc(CN2C(=O)c3ccccc3C2=O)cc1,IC50,=,49,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL191482,0,CC(C)[C@H](C(=O)Nc1ccc(C(=O)NO)cc1)c1ccccc1,IC50,=,430,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL3110004,2,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,Inhibition,,,%,CHEMBL4434233,Inhibition of HDAC7 in human PBMC cells assessed as increase in histone H3 K9 acetylation incubated for 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4433239,1,Scientific Literature,Bioorg Med Chem Lett,2019,None,,
CHEMBL4777961,1,CCCCCCCCCCCCCCCCNNC(=O)c1cccs1,IC50,>,10000,nM,CHEMBL4771515,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,10,nM,CHEMBL4771417,Inhibition of recombinant human HDAC7 using pan-HDAC substrate incubated for 3 hrs by fluorescence method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 3.0 hr,
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,10000,nM,CHEMBL4769051,Inhibition of human recombinant HDAC7 expressed in baculovirus using fluorogenic peptide p53 residues 379-382 (RHKK(Ac)AMC) as substrate by Fluorescence analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765296,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL5183909,2,O=C1NC(=O)/C(=C\c2ccc(OCC(=O)N3N=C(c4ccc(F)cc4)CC3c3ccc(Cl)c(Cl)c3)cc2)S1,IC50,=,6700,nM,CHEMBL5121018,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected sf9 insect cells using BocLys(trifluoroacetyl)-AMC as substrate incubated for 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5120742,1,Scientific Literature,RSC Med Chem,2021,None,TIME = 0.5 hr,INHIBITOR
CHEMBL3692671,0,CCCN(CCC)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,13,nM,CHEMBL5130699,Inhibition of recombinant HDAC7 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL4790998,1,COc1cc(OC)c2c(N3CCS(=O)(=O)CC3)nc(-c3cc(C)c(OCCCCCC(=O)NO)c(C)c3)nc2c1,IC50,>,1000,nM,CHEMBL4773583,Inhibition of HDAC7 (unknown origin) using AcLeu-Gly-Lys(Tfa)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765420,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5 hr,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,40000,nM,CHEMBL4685844,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,
CHEMBL4751082,1,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OC(F)(F)F)cc23)cc1,IC50,=,17880,nM,CHEMBL4685844,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL3621988,0,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,IC50,>,10000,nM,CHEMBL4771515,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL5076794,0,COc1ccc2c(c1)c(CCNC(C)=O)cn2Cc1ccc(C(=O)NO)cc1,IC50,=,1659.59,nM,CHEMBL5036501,Inhibition of recombinant HDAC7 (unknown origin) using Boc-Lys(trifluoroacetyl)-AMC as substrate pre-incubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5036306,1,Scientific Literature,J Med Chem,2021,None,TIME = 3.0 hr,INHIBITOR
CHEMBL4861336,1,Cc1ccc(NC(=O)c2ccc3c(c2)N(Cc2ccc(C(=O)NO)cc2)c2ccccc2S3)nc1,IC50,=,610,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,35160,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,54910,nM,CHEMBL5120336,Inhibition of recombinant human HDAC7 using Ac-LeuGlyLys (TFA)-AMC substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5113534,1,Scientific Literature,J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL3220926,0,CNCc1ccc(-c2ccc3c(c2)[C@H](NC(=O)OC(C)C)C[C@H](C)N3C(C)=O)cc1,IC50,,,,CHEMBL3224043,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3217474,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL4528425,2,CCC(=O)CCCN1CCN(C(=O)Cc2c(C)[nH]c3ccc(OC)cc23)C(c2ncc(-c3ccc4ccccc4c3)[nH]2)C1,Inhibition,,,%,CHEMBL4329598,Inhibition of human HDAC7 up to 5 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4325912,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,CHEMBL5118509,Inhibition of HDAC7 (unknown origin) by colorimetric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5113502,1,Scientific Literature,Eur J Med Chem,2022,None,,
CHEMBL164868,0,CC(/C=C/C(=O)NO)=C\[C@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,980,nM,CHEMBL4398754,Inhibition of human recombinant HDAC7 using fluorogenic HDAC substrate class 2a measured after 45 mins by fluorimetry assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4396900,1,Scientific Literature,ACS Med Chem Lett,2019,None,,
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,5000,nM,CHEMBL5119740,Inhibition of recombinant HDAC7 (unknown origin) using Boc-Lys (trifluoroacetyl) AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based microplate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5113527,1,Scientific Literature,J Med Chem,2022,None,TIME = 3.0 hr,
CHEMBL4448410,0,O=C(NO)c1ccc(Cn2nnnc2-c2cccs2)cc1,IC50,=,985,nM,CHEMBL4828684,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus expression system using Nepsilon-Trifluoroacetyl L-lysine as substrate by fluorescent microplate reader assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4825781,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4248676,0,O=C(CCc1ccc(Nc2c3ccccc3nc3ccccc23)cc1)NO,IC50,=,31530,nM,CHEMBL4685844,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4752558,0,O=C(NO)c1ccc(Nc2ccnc3ccccc23)cc1,IC50,=,32670,nM,CHEMBL4685844,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC 2A substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4878408,0,COc1ccc(N(C)c2nc(C)nc3ccccc23)cc1OC(C(=O)NO)C(C)C,IC50,>,10000,nM,CHEMBL4845237,Inhibition of N-terminal GST-tagged full length human HDAC7 (518 to end residues) expressed in baculovirus expression system using Ac-peptide-AMC as substrate incubated for 1 hr by fluorescence method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4842387,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.0 hr,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,61020,nM,CHEMBL5118238,Inhibition of HDAC7 (unknown origin) using fluorogenic substrate incubated for 30 mins by fluorescence plate reader,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5113492,1,Scientific Literature,Eur J Med Chem,2022,None,TIME = 0.5 hr,INHIBITOR
CHEMBL4874716,2,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccc(C(=O)Nc4ccc(Br)cn4)cc32)cc1,IC50,=,370,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4796066,1,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(Br)cc23)cc1,IC50,=,9130,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4177129,0,O=C(NO)c1ccc(CN(CCCCO)C(=O)Nc2ccccc2)cc1,IC50,=,1930,nM,CHEMBL4729574,Inhibition of human HDAC7 expressed in HEK293/T17 cells pre-incubated for 10 mins before Boc-Lys(TFA)-AM substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4725372,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL3426803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL5172806,3,CCCN(CCCCOCCOCCOCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)C(C)(C)C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,220,nM,CHEMBL5130699,Inhibition of recombinant HDAC7 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None,,INHIBITOR
CHEMBL4785064,0,Nc1ccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,IC50,>,10000,nM,CHEMBL4707190,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,
CHEMBL459773,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3827517,1,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccncc3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,=,895,nM,CHEMBL3829037,Inhibition of N-terminal GST-tagged human recombinant HDAC7 (518 to end residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,
CHEMBL3335284,0,O=C(CCCCc1ccnn1Cc1cccc(-c2ccccc2)c1)NO,IC50,=,7940,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335293,0,O=C(CCCCc1ccn(Cc2ccc(C(F)(F)F)cc2)n1)NO,IC50,=,2920,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3335309,0,Cc1cn(Cc2ccccc2)nc1CCCCC(=O)NO,IC50,=,530,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL556332,0,O=C(/C=C/c1ccc(-c2ccc(O)cc2)cc1)NO,IC50,=,15600,nM,CHEMBL3238610,Inhibition of human HDAC7 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL4444219,0,CCCNNC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1.O=C(O)C(F)(F)F,IC50,>,10000,nM,CHEMBL4346125,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys (trifluoroacetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 2 hrs by fluorescence based micro plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4342521,1,Scientific Literature,J Med Chem,2020,CHEMBL3308860,,
CHEMBL4591317,0,Cc1cccc2c1C1=NCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4532057,0,Fc1cccc2c1C1=NCCCN1C(=S)S2,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL3427757,0,NC(=O)C1CCCc2c(-c3cccs3)n[nH]c21,Inhibition,,,%,CHEMBL3430209,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL3335289,0,CC(C)(C)c1ccc(Cn2ccc(CCCCC(=O)NO)n2)cc1,Inhibition,,,%,CHEMBL3389423,Inhibition of human recombinant HDAC7 up to 10 uM after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
